ResultID,Positive,SourceStr,TargetString,AbsenceSpaceInXmlTagEnd,attributeValueFromVirtualPlaceholder,BiDiCultures,commentSuggestsFunctionName,commentSuggestsLocaleSensitiveResource,commentSuggestsLocalizabilityRestriction,containsDateTimeFormatPatern,containsEmailAddress,containsFunctionCall,containsGlink,containsLetter,containsNumberOrPlaceholder,containsTime,containsURL,containsURLBeforeContext,containsURLInContext,containsURLSurroundByPlaceholder,containsURLWithAtag,containsURLWithPlaceholder,containsXmlLikeTag,containsXmlLikeTagEnd,contosoEmailAddress,CorrepondNoiseBracketsInTarget,cssAttributeDetector,delCharacterDetector,DetectFirstLetter,domainEmailAddress,doubleQuotesDetector,EAHotkey,emptyString,EmptyStringIndoubleQuotesDetector,EntireLocLockBinaryLockPattern,ErrorWords,EscapseCharactersHotkey,exampleEmailAddress,extractLCIDs,extractLLCCs,extraSlash,farEastHotkeyDetector,FileFilterString,FilteredOutProtectedString,FilterNoisePairing,ForbiddenByDev,GUID,hotkeyDetector,htmlAttributeDetector,htmlAttributeDetectorAsAWhole,htmlSpecialCharacterDetector,htmlTagDetector,IgnoreCommentsCategory,ignoredHtmlAttribute,ignoredHtmlAttributeForBiDi,ignoredUnLocalizableAttributeValue,ignoreSymbol,InvalidChars,IOSPlaceholderProtection,isFileFilter,isFileName,isFilePath,isProductNameToken,isStartWithFileExtension,isStartWithOrderWithBraces,largeNumberSeperator,lastLetterIsPunctuaion,lastPluralization,letterWord,lineBreakerDetector,LineFeed,LocalShortCutDetector,matchWordCount,mydomainEmailAddress,NoiseBracketsPlaceholders,noiseHtmlTagDetector,NoisePairForInconsistentPairing,NoiseStrForTranslationOrNot,NoiseStringForSpellerRule,NoiseTokenForSpellerRule,nonStandardPlaceholder,NormalCUltureName,NormalDomainName,numberString,ottmessagePlaceholder,percentageString,PickOutNumberString,placeHolderDetector,pluralization,residSuggestsLocaleSensitiveResource,singleWord,sourceIsPureNumber,spaceDetector,specialCharactersOnly,specialPlaceholderFormat,specialPlaceholderValue,SpecifyContainerForNotLocalized,squareBracketLink,StringLockedPattern,trailingSpaceDetector,virtualPlaceholderWithAttributeValue,xmlTagDetector
14102,0,Windows saved a copy of the fax in your Drafts folder.,Ein Kopie dieses Faxes wurde im Ordner "Entwürfe" gespeichert.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7427,0,% Cache Valid,Cachegültigkeit %,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7720,0,(window title goes here),(window title goes here),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7722,0,The folder %1 is the same as the Windows installation folder.\r\nSelect a different folder.,Der Ordner "%1" ist der Windows-Installationsordner.\r\nWählen Sie einen anderen Ordner aus.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14141,0,Fax Service failed to load the server's outbound routing group configuration. Group name: '%1'\r\n,Fehler beim Laden der ausgehenden Verteilergruppenkonfiguration des Server durch den Faxdienst. Gruppenname: "%1"\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7726,0,The folder %1 does not refer to a valid hard disk. Select a folder on a hard disk drive.,Der Ordner "%1" bezieht sich nicht auf eine gültige Festplatte. Wählen Sie einen Ordner auf einer Festplatte aus.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
5847,0,The InfFilename property indicates the path to the video adapter's .INF file. \nExample: C:\\WINNT\\SYSTEM32\\DRIVERS,Die Eigenschaft \"InfFilename\" gibt den Pfad zur INF-Datei des Videoadapters an. \nBeispiel: C:\\WINNT\\SYSTEM32\\DRIVERS,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7738,0,  DNS Server: %1\r\n,  DNS-Server: "%1"\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,
5967,0,Computer object for %1 does not exist in the domain.,Das Computerobjekt für "%1" ist in der Domäne nicht vorhanden.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8327,0,Remove Properties from the Documents icon context menu,Eintrag "Eigenschaften" aus dem Kontextmenü des Symbols "Dokumente" entfernen,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14217,0,You can insert predefined fax fields into your cover page. Select fields from the Insert menu.,Sie können vordefinierte Faxfelder in das Deckblatt einfügen. Wählen Sie die Felder im Menü "Einfügen" aus.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
5975,0,Distributed Transaction Coordinator,Distributed Transaction Coordinator,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7757,0,The specified computer name '%1' already exists in the domain '%2'.,Der angegebene Computername "%1" ist in der Domäne "%2" bereits vorhanden.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8338,0,DeviceItem inproc devquery subsystem,DeviceItem inproc devquery subsystem,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8340,0,%1 \nInstalled %2 on %3 network,%1 \nWurde im Netzwerk „%3“ am %2 installiert.,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
5947,0,The Name string provides the name for the verb.,Die Zeichenfolge \"Name\" beinhaltet den Namen des Verbs.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
5976,0,The server '{0}' cannot be reached.,Der Server "{0}" ist nicht erreichbar.,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
6017,0,Cluster network '%1' was added to the failover cluster.\r\n,Das Clusternetzwerk "%1" wurde zum Failovercluster hinzugefügt.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8121,0,Data Deduplication has failed to process corruption metadata file %1 due to error %2. Please run deep scrubbing on the volume.%n%3\r\n,Bei der Datendeduplizierung ist beim Verarbeiten der Beschädigungsmetadatendatei "%1" der Fehler "%2" aufgetreten. Führen Sie eine umfassende Bereinigung für das Volume aus.%n%3\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8007,0,The argument %1=%2 cannot be specified when %3=%4 is specified.,Das Argument "%1=%2" kann nicht zusammen mit "%3=%4" angegeben werden.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
5957,0,Invalid syntax. '%s' option is not allowed more than '%d' time(s).\n%s\n,Ungültige Syntax. Option "%s" darf nicht mehr als %d Mal verwendet werden.\n%s\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8161,0,FSCTL_SET_ZERO_DATA on file id %1 at offset %2 and BeyondFinalZero %3\r\n,FSCTL_SET_ZERO_DATA für die Datei-ID "%1" bei dem Offset "%2" und bei "BeyondFinalZero" = %3\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8052,0,The argument '%1' is not allowed.,Das Argument "%1" ist nicht zulässig.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14282,0,Thaana Ibifili,Thaana Ibifili,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14349,0,Hangul Choseong Sios-Mieum,Hangul Choseong Sios-Mieum,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8373,0,You might need to enter the same %1!s! into the %2!s!.,Möglicherweise müssen Sie die gleiche %1!s! in das Gerät „%2!s!“ eingeben.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7443,0,Windows will execute '%1' scheduled task that requested waking the computer.,Die geplante Aufgabe "%1" wird ausgeführt. Hierzu muss der Computer reaktiviert werden.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
6027,0,The Cluster service successfully brought the clustered role '%1' online.\r\n,Der Clusterdienst hat die Clusterrolle "%1" erfolgreich online geschaltet.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
5986,0,Chkdsk scan needed on volume %ws,Chkdsk-Prüfung auf Volume "%ws" erforderlich,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8380,0,Your %1!s! quit waiting. Try adding it again.,„%1!s!“ wartet nicht mehr. Versuchen Sie es noch mal.,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8388,0,Workplace Join discovery will query redirect location from '%1'.%n\r\n,Von der Ermittlung des Arbeitsplatzbeitritts wird der Umleitungspfad von "%1" abgefragt.%n\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
6007,0,Performing NetBT related operations for the network name resource %ws,NetBT-bezogene Vorgänge für die Netzwerknamenressource "%ws" werden ausgeführt,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8171,0,Data deduplication job stopped due to an internal error in the BCrypt SHA-512 provider.\r\n,Der Datendeduplizierungsauftrag wurde wegen eines internen Fehlers im Anbieter "BCrypt SHA-512 " beendet.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8067,0,Data deduplication job stopped due to an internal error in the BCrypt SHA-512 provider.\r\n,Der Datendeduplizierungsauftrag wurde wegen eines internen Fehlers im Anbieter "BCrypt SHA-512 " beendet.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8119,0,Data Deduplication has failed to load corruption metadata file on the store at %1 due to error %2. Please run deep scrubbing on the volume.%n%3\r\n,Bei der Datendeduplizierung ist beim Laden der Beschädigungsmetadatendatei im Speicher bei "%1" der Fehler "%2" aufgetreten. Führen Sie eine umfassende Bereinigung für das Volume aus.%n%3\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
6067,0,Task '%1' is successfully registered.\r\n,Aufgabe "%1" wurde registriert.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
6029,0,The Cluster service successfully brought the clustered role '%1' offline.\r\n,Der Clusterdienst hat die Clusterrolle "%1" erfolgreich offline geschaltet.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8248,0,Data Deduplication service encountered error while loading hotspots mapping from chunk store on volume %3. The error was %4. Some corruptions may not be repaired.\r\n,Fehler "%4" beim Laden von Hotspotzuordnungen aus einem Blockspeicher auf dem Volume "%3". Einige Beschädigungen werden möglicherweise nicht repariert.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14360,0,Hangul Choseong Chitueumsios,Hangul Choseong Chitueumsios,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14366,0,Hangul Choseong Ieung-Tikeut,Hangul Choseong Ieung-Tikeut,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
8253,0,Data Deduplication service encountered error while scaning dedup user files on volume %3. The error was %4. Some user file corruptions may not be reported.\r\n,Fehler im Datendeduplizierungsdienst beim Überprüfen von Deduplizierungs-Benutzerdateien auf dem Volume "%3". Fehler: %4. Einige Beschädigungen von Benutzerdateien werden möglicherweise nicht gemeldet.\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14368,0,Hangul Choseong Ieung-Pieup,Hangul Choseong Ieung-Pieup,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14397,0,Hangul Jungseong Ya,Hangul Jungseong Ya,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14408,0,Hangul Jungseong U,Hangul Jungseong U,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14430,0,Hangul Jungseong Yo-Ya,Hangul Jungseong Yo-Ya,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
7541,0,[%1!d!] Problem: Missing Expected Value%n\r\nBase Object: %2%n\r\nBase Object Description: "DC Account Object"%n\r\nValue Object Attribute Name: %3%n\r\nValue Object Description: "SYSVOL FRS Member Object"%n\r\nRecommended Action: See Knowledge Base Article: Q312862%n\r\n,[%1!d!] Problem: Erwarteter Wert nicht vorhanden.%n\r\nBasisobjekt: %2%n\r\nBeschreibung des Basisobjekts: "DC-Kontoobjekt"%n\r\nAttributname des Wertobjekts: %3%n\r\nBeschreibung des Wertobjekts: "SYSVOL FRS-Mitgliedsobjekt"%n\r\nEmpfohlene Aktion: siehe Knowledge Base-Artikel "Q312862"%n\r\n,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
14434,0,Hangul Jungseong Yo-I,Hangul Jungseong Yo-I,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
